Title,Artist,Nationality,Lifespan,Image_URL,Image_path,Birth,Death,Year,Impressionist,Highly_Detailed,Human_Subject,Landscape,Abstract,Ornamental_Pattern,Animal_Subject,Architecture_Subject,Many_Colors
Signs In Yellow,Paul Klee,German, 1879 - 1940,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Signs%20In%20Yellow%20(1937).jpg,Signs In Yellow (1937).jpg,1879,1940.0,1937.0,0.0370091013610363,0.0035913153551518917,0.008566991426050663,0.04307246580719948,0.20067429542541504,0.6655691862106323,0.008723155595362186,0.024554407224059105,0.00823898334056139
Melancholy,Tanaka Kyōkichi,Japanese, 1892-1915,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Melancholy%20(1914).jpg,Melancholy (1914).jpg,1892,1915.0,1914.0,0.013041575439274311,0.020818447694182396,0.16073639690876007,0.1975606232881546,0.44464540481567383,0.05125982314348221,0.06306304782629013,0.040412191301584244,0.00846248958259821
Titel onbekend,Ger Ladage,Dutch, 1878-1932,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Titel%20onbekend%20(1888).jpg,Titel onbekend (1888).jpg,1878,1932.0,1888.0,0.3449328541755676,0.0014925902942195535,0.004100693389773369,0.6253198385238647,0.009701680392026901,0.0021764414850622416,0.0031586745753884315,0.006935648154467344,0.002181578427553177
Résurrection,Léon Spilliaert,Belgian, 1881-1946,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Résurrection%20(1928).jpg,Résurrection (1928).jpg,1881,1946.0,1928.0,0.4295733869075775,0.0036956213880330324,0.09843724220991135,0.4059361219406128,0.018354114145040512,0.0011362918885424733,0.02253834158182144,0.016672736033797264,0.003656016429886222
Carnaval,Jean Brusselmans,Belgian, 1884-1953,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Carnaval%20(1952).jpg,Carnaval (1952).jpg,1884,1953.0,1952.0,0.19155344367027283,0.12206804752349854,0.24328136444091797,0.1317194402217865,0.08715260773897171,0.028705859556794167,0.049897126853466034,0.012442950159311295,0.13317911326885223
Studie van de bovenste verdieping van een hoekhuis,Johannes Bosboom,Dutch, 1817-1891,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Studie%20van%20de%20bovenste%20verdieping%20van%20een%20hoekhuis%20(1827%20-%201891).jpg,Studie van de bovenste verdieping van een hoekhuis (1827 - 1891).jpg,1817,1891.0,1891.0,0.0008786967373453081,0.026902418583631516,0.009500836953520775,0.041935812681913376,0.001263579586520791,0.0032723727636039257,0.017636306583881378,0.8974758386611938,0.0011342739453539252
Parole in liberta; futuriste olfattive tattili-termiche Pl. 7,Filippo Tommaso Marinetti,Italian, 1876-1944,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Parole%20in%20liberta;%20futuriste%20olfattive%20tattili-termiche%20Pl.%207%20(1932).jpg,Parole in liberta; futuriste olfattive tattili-termiche Pl. 7 (1932).jpg,1876,1944.0,1932.0,0.10635624825954437,0.03363240510225296,0.11294452100992203,0.10746554285287857,0.07535144686698914,0.0262705460190773,0.12559561431407928,0.03559628501534462,0.3767874240875244
Sunrise III,Arthur Dove,American, 1880-1946,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Sunrise%20III%20(1936–37).jpg,Sunrise III (1936–37).jpg,1880,1946.0,1937.0,0.10423587262630463,0.0025401341263204813,0.01824416033923626,0.6345556378364563,0.19121257960796356,0.004468255210667849,0.007870353758335114,0.025679215788841248,0.011193775571882725
Nude woman lying down,Reijer Stolk,Dutch, 1896 - 1945,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Nude%20woman%20lying%20down%20(c.%201916).jpg,Nude woman lying down (c. 1916).jpg,1896,1945.0,1916.0,0.06772921979427338,0.023818310350179672,0.24889791011810303,0.09703798592090607,0.08014346659183502,0.03830019757151604,0.3475627303123474,0.0707634687423706,0.02574676088988781
Brothel Scene,Edvard Munch,Norwegian, 1863 - 1944,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Brothel%20Scene%20(1897–99).jpg,Brothel Scene (1897–99).jpg,1863,1944.0,1899.0,0.8789000511169434,0.0008519374532625079,0.014852776192128658,0.06963271647691727,0.008109007962048054,0.00045361672528088093,0.004210686776787043,0.0025978228077292442,0.020391371101140976
The Monster,Frits van den Berghe,Belgian, 1883– 1939,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/The%20Monster%20(1928).jpg,The Monster (1928).jpg,1883,1939.0,1928.0,0.15148785710334778,0.003309868508949876,0.008916094899177551,0.7649074196815491,0.0401955246925354,0.0004549101577140391,0.00338511704467237,0.02615872025489807,0.001184540567919612
Glass and Checkerboard,Juan Gris,Spanish, 1887-1927,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Glass%20and%20Checkerboard%20(c.%201917).jpg,Glass and Checkerboard (c. 1917).jpg,1887,1927.0,1917.0,0.03162272274494171,0.008732492104172707,0.017146049067378044,0.25431936979293823,0.47297826409339905,0.14081516861915588,0.012804058380424976,0.051602818071842194,0.009979041293263435
Vignet voor biografie van Gestel door Prof. W. van der Pluym,Leo Gestel,Dutch, 1881- 1941,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Vignet%20voor%20biografie%20van%20Gestel%20door%20Prof.%20W.%20van%20der%20Pluym%20(1936).jpg,Vignet voor biografie van Gestel door Prof. W. van der Pluym (1936).jpg,1881,1941.0,1936.0,0.0011617769487202168,0.005664158146828413,0.000339593825628981,0.9634681344032288,0.00017833494348451495,0.0014014587504789233,0.0007324119796976447,0.027020692825317383,3.345737422932871e-05
The Pharao’s Virgins,Louis Soutter,Swiss, 1871 – 1942,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/The%20Pharao’s%20Virgins%20(1937-42).jpg,The Pharao’s Virgins (1937-42).jpg,1871,1942.0,1942.0,0.12249891459941864,0.023376740515232086,0.48981013894081116,0.09810899943113327,0.15392465889453888,0.05434715375304222,0.04072992503643036,0.012243460863828659,0.0049599469639360905
Sommerlinien (Lignes d’été),Myriam Thyes,Swiss, 1963-,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Sommerlinien%20(Lignes%20d’été)%20(2014).jpg,Sommerlinien (Lignes d’été) (2014).jpg,1963,,2014.0,0.04341209679841995,0.045475881546735764,0.026842620223760605,0.015313553623855114,0.43172410130500793,0.3349980115890503,0.01461012102663517,0.023754723370075226,0.063868947327137
Large cross in black over red on white,Kazimir Malevich,Russian, 1879 – 1935,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Large%20cross%20in%20black%20over%20red%20on%20white%20(1920).jpg,Large cross in black over red on white (1920).jpg,1879,1935.0,1920.0,0.008785995654761791,0.01758578047156334,0.04197876900434494,0.18822982907295227,0.22467826306819916,0.3738901615142822,0.038788266479969025,0.09407807141542435,0.01198486890643835
Ochsenfuhrwerk,Christian Rohlfs,German, 1849-1938,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Ochsenfuhrwerk%20(1920).jpg,Ochsenfuhrwerk (1920).jpg,1849,1938.0,1920.0,0.03921225666999817,0.0004861643828917295,0.0038911313749849796,0.9238736033439636,0.005652240011841059,0.00024235618184320629,0.021253397688269615,0.002210179576650262,0.003178630257025361
Pilvet 1900-luvun alusta,Eero Järnefelt,Finnish, 1863 - 1937,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Pilvet%201900-luvun%20alusta%20(1910%20-%201912).jpg,Pilvet 1900-luvun alusta (1910 - 1912).jpg,1863,1937.0,1912.0,0.2139672040939331,0.001358897890895605,0.0015225698007270694,0.7318714261054993,0.036588650196790695,0.0011806669645011425,0.0015488287899643183,0.0045563350431621075,0.007405429612845182
Muž pri sviečke Konštantín,Konštantín Bauer,Slovak, 1893-1928,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Muž%20pri%20sviečke%20Konštantín%20(1922–1926).jpg,Muž pri sviečke Konštantín (1922–1926).jpg,1893,1928.0,1926.0,0.010154074989259243,0.07683305442333221,0.46660149097442627,0.02304813452064991,0.21621274948120117,0.007659918628633022,0.08050207048654556,0.11052611470222473,0.008462422527372837
Sirène (Baigneuse),Léon Spilliaert,Belgian, 1881-1946,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Sirène%20(Baigneuse)%20(1910).jpg,Sirène (Baigneuse) (1910).jpg,1881,1946.0,1910.0,0.762895405292511,0.011063315905630589,0.0477602444589138,0.06587111204862595,0.07763601839542389,0.013122434727847576,0.015236844308674335,0.004027985502034426,0.0023866526316851377
The Thistle Flower House,Paul Klee,German, 1879 - 1940,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/The%20Thistle%20Flower%20House%20(1919).jpg,The Thistle Flower House (1919).jpg,1879,1940.0,1919.0,0.012560930103063583,0.059010542929172516,0.027466172352433205,0.7395219802856445,0.0179455429315567,0.036786481738090515,0.06654542684555054,0.03549515828490257,0.0046677240170538425
By the Deathbed. Fever,Edvard Munch,Norwegian, 1863 - 1944,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/By%20the%20Deathbed.%20Fever%20(1896).jpg,By the Deathbed. Fever (1896).jpg,1863,1944.0,1896.0,0.6147969961166382,0.0208874624222517,0.1416671872138977,0.06979899108409882,0.03570897504687309,0.017452094703912735,0.05086655914783478,0.04003313556313515,0.008788596838712692
The Bridge and the Clock,Ragnhild Keyser,Norwegian, 1889 – 1943,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/The%20Bridge%20and%20the%20Clock%20(Ca.%201925).jpg,The Bridge and the Clock (Ca. 1925).jpg,1889,1943.0,1925.0,0.00968225672841072,0.013110190629959106,0.015528700314462185,0.06134215369820595,0.7170725464820862,0.046875130385160446,0.012203712947666645,0.11864900588989258,0.005536315962672234
Na periférií Košíc,Konštantín Bauer,Slovak, 1893-1928,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Na%20periférií%20Košíc%20(1926).jpg,Na periférií Košíc (1926).jpg,1893,1928.0,1926.0,0.016633018851280212,0.0004538122739177197,0.0005317811155691743,0.9732934832572937,0.002368771005421877,7.162775727920234e-05,0.00023466942366212606,0.006068212911486626,0.0003445889160502702
Reconciliation (Versoehnung),Franz Marc,German, 1880-1916,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Reconciliation%20(Versoehnung)%20(1912).jpg,Reconciliation (Versoehnung) (1912).jpg,1880,1916.0,1912.0,0.05987946316599846,0.039815500378608704,0.031245645135641098,0.11557334661483765,0.6460762023925781,0.035573557019233704,0.014172197319567204,0.055407021194696426,0.0022570982109755278
The Guitar (Still Life with Guitar),Juan Gris,Spanish, 1887-1927,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/The%20Guitar%20(Still%20Life%20with%20Guitar)%20(1916).jpg,The Guitar (Still Life with Guitar) (1916).jpg,1887,1927.0,1916.0,0.011896060779690742,0.02119424380362034,0.033912260085344315,0.06010916829109192,0.590981125831604,0.043301619589328766,0.02196194790303707,0.21443390846252441,0.0022097148466855288
Untitled (Textile design no VII),Frances Hodgkins,New Zealander, 1869-1947,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Untitled%20(Textile%20design%20no%20VII)%20(circa%201925).jpg,Untitled (Textile design no VII) (circa 1925).jpg,1869,1947.0,1925.0,0.0006671940209344029,0.0027234824374318123,0.00034168511047028005,0.0006682014209218323,0.004554298240691423,0.989009439945221,0.0005953895743004978,0.001017834641970694,0.0004224618896842003
"9. Plafond du Tombeau de Hapousenb (n° 67), 10. Plafond du Tombeau D’amounzeh (n° 84)",Gustave Jéquier,Swiss, 1868-1946,"https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/9.%20Plafond%20du%20Tombeau%20de%20Hapousenb%20(n°%2067),%2010.%20Plafond%20du%20Tombeau%20D’amounzeh%20(n°%2084)%20(1911).jpg","9. Plafond du Tombeau de Hapousenb (n° 67), 10. Plafond du Tombeau D’amounzeh (n° 84) (1911).jpg",1868,1946.0,1911.0,3.5406115785008296e-05,0.0012555342400446534,0.000159672592417337,0.0002918646205216646,0.0014291878324002028,0.9918553829193115,0.0003560197656042874,0.0018194960430264473,0.0027973707765340805
The Cathedrals of Wall Street,Florine Stettheimer,American, 1871-1944,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/The%20Cathedrals%20of%20Wall%20Street%20(1939).jpg,The Cathedrals of Wall Street (1939).jpg,1871,1944.0,1939.0,0.5945976972579956,0.185589000582695,0.021124370396137238,0.05156009644269943,0.0036263547372072935,0.047427594661712646,0.007181737571954727,0.07241686433553696,0.01647629588842392
Hunting scene (Hare and dog),Arnold Peter Weisz-Kubínčan,Slovak, 1898 - 1944,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Hunting%20scene%20(Hare%20and%20dog)%20(1930-1939).jpg,Hunting scene (Hare and dog) (1930-1939).jpg,1898,1944.0,1939.0,0.0069761429913342,0.024051230400800705,0.005447178613394499,0.3376638889312744,0.004696738440543413,0.02864643558859825,0.5856115818023682,0.006813331972807646,9.353780478704721e-05
Miscellaneous small sketches for inlaid table tops.] [Design with orange and yellow geometric motif,Winold Reiss,American, 1886-1953,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Miscellaneous%20small%20sketches%20for%20inlaid%20table%20tops.]%20[Design%20with%20orange%20and%20yellow%20geometric%20motif%20(1930).jpg,Miscellaneous small sketches for inlaid table tops.] [Design with orange and yellow geometric motif (1930).jpg,1886,1953.0,1930.0,0.0049369437620043755,0.015251532196998596,0.015175999142229557,0.05376060679554939,0.20898577570915222,0.5455612540245056,0.014810995198786259,0.13458718359470367,0.006929708644747734
Portrait Sketch of a Costumed Lady,Paul Klee,German, 1879 - 1940,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Portrait%20Sketch%20of%20a%20Costumed%20Lady%20(1924).jpg,Portrait Sketch of a Costumed Lady (1924).jpg,1879,1940.0,1924.0,0.0014984200242906809,0.13943028450012207,0.2662268280982971,0.005914035718888044,0.009521127678453922,0.5041383504867554,0.059359170496463776,0.013616655021905899,0.00029507302679121494
Rock at Sea,Raymond Jonson,American, 1891 – 1982,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Rock%20at%20Sea%20(1920-1922).jpg,Rock at Sea (1920-1922).jpg,1891,1982.0,1922.0,0.008141088299453259,0.001996989594772458,0.002016790909692645,0.9551495909690857,0.010361536405980587,0.0008965908782556653,0.002781894989311695,0.005158550105988979,0.013496938161551952
Three Nudes in the Forest,Ernst Ludwig Kirchner,German, 1880-1938,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Three%20Nudes%20in%20the%20Forest%20(1933).jpg,Three Nudes in the Forest (1933).jpg,1880,1938.0,1933.0,0.05059860274195671,0.022563239559531212,0.23597964644432068,0.26912224292755127,0.13401779532432556,0.12460611015558243,0.06080814450979233,0.026900509372353554,0.07540363073348999
Stillleben mit Wiesenblumen,Ernst Ludwig Kirchner,German, 1880-1938,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Stillleben%20mit%20Wiesenblumen%20(1929).jpg,Stillleben mit Wiesenblumen (1929).jpg,1880,1938.0,1929.0,0.10914438962936401,0.01032317616045475,0.008452233858406544,0.5131259560585022,0.015728089958429337,0.06291937828063965,0.2561018168926239,0.008557397872209549,0.01564747840166092
Vampyr,Edvard Munch,Norwegian, 1863 - 1944,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Vampyr%20(1916-1918).jpg,Vampyr (1916-1918).jpg,1863,1944.0,1918.0,0.6982380747795105,0.0007022102945484221,0.0777956023812294,0.15231001377105713,0.04453855752944946,0.0013410235987976193,0.013662065379321575,0.0023917686194181442,0.009020657278597355
Anna Müller mit Judith und Kaspar,Albert Müller,Swiss, 1897 - 1926,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Anna%20Müller%20mit%20Judith%20und%20Kaspar%20(1925).jpg,Anna Müller mit Judith und Kaspar (1925).jpg,1897,1926.0,1925.0,0.06948021054267883,0.07110022008419037,0.17323261499404907,0.4695757329463959,0.057258814573287964,0.07039341330528259,0.030502520501613617,0.03484945744276047,0.023607010021805763
Heilige von Engeln verehrt,Hermann Stenner,German, 1891-1914,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Heilige%20von%20Engeln%20verehrt%20(1913).jpg,Heilige von Engeln verehrt (1913).jpg,1891,1914.0,1913.0,0.7228546142578125,0.0018934978870674968,0.03628429025411606,0.12466620653867722,0.04474738612771034,0.004506985656917095,0.009470613673329353,0.003681646194308996,0.05189470946788788
Composition (Red-Black-Gold),El Lissitzky,Russian, 1890-1941,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Composition%20(Red-Black-Gold)%20(1920).jpg,Composition (Red-Black-Gold) (1920).jpg,1890,1941.0,1920.0,0.003883342957124114,0.009998262859880924,0.047247033566236496,0.13055779039859772,0.49592089653015137,0.08392739295959473,0.03945409506559372,0.17272163927555084,0.016289565712213516
Lumberjack,Arnold Peter Weisz-Kubínčan,Slovak, 1898 - 1944,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Lumberjack%20(1940–1944).jpg,Lumberjack (1940–1944).jpg,1898,1944.0,1944.0,0.3747618496417999,0.0031856228597462177,0.015433229506015778,0.5741716623306274,0.007055517751723528,0.000604370201472193,0.014400669373571873,0.008185496553778648,0.0022014707792550325
Desire,Arnold Peter Weisz-Kubínčan,Slovak, 1898 - 1944,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Desire%20(1940–1949).jpg,Desire (1940–1949).jpg,1898,1944.0,1949.0,0.2195662558078766,0.01552103366702795,0.041662998497486115,0.587234616279602,0.07399630546569824,0.003928450867533684,0.025194134563207626,0.022858891636133194,0.010037296451628208
Kopf Mary Wigmann,Ernst Ludwig Kirchner,German, 1880-1938,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Kopf%20Mary%20Wigmann%20(1926).jpg,Kopf Mary Wigmann (1926).jpg,1880,1938.0,1926.0,0.3929970860481262,0.051752448081970215,0.38842150568962097,0.04705719277262688,0.062482427805662155,0.0050298417918384075,0.030573079362511635,0.01609816402196884,0.005588145460933447
Bygningsarbeid,Edvard Munch,Norwegian, 1863 - 1944,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Bygningsarbeid%20(1919-1920).jpg,Bygningsarbeid (1919-1920).jpg,1863,1944.0,1920.0,0.2200019359588623,0.0020368886180222034,0.023886438459157944,0.6334620714187622,0.03313704952597618,0.0012498529395088553,0.06584661453962326,0.009943456389009953,0.010435650125145912
Traum,Karl Wiener,Austrian, 1901-1949,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Traum%20(around%201922).jpg,Traum (around 1922).jpg,1901,1949.0,1922.0,0.05679641291499138,0.037411049008369446,0.04397609829902649,0.5171059370040894,0.20407269895076752,0.006581613328307867,0.03073969855904579,0.06021353602409363,0.043102994561195374
Mutter,Karl Wiener,Austrian, 1901-1949,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Mutter%20(around%201922).jpg,Mutter (around 1922).jpg,1901,1949.0,1922.0,0.025507789105176926,0.04139501228928566,0.7438929677009583,0.1017317920923233,0.04159548878669739,0.0043470957316458225,0.01847313717007637,0.00507426867261529,0.017982399091124535
Figürliche Szene (Vision),Wilhelm Morgner,German, 1891 – 1917,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Figürliche%20Szene%20(Vision)%20(1916).jpg,Figürliche Szene (Vision) (1916).jpg,1891,1917.0,1916.0,0.3047685921192169,0.027299262583255768,0.036497995257377625,0.2571960985660553,0.13832806050777435,0.0805235430598259,0.10556715726852417,0.047328680753707886,0.0024905602913349867
Tree in Bloom,Frits van den Berghe,Belgian, 1883– 1939,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Tree%20in%20Bloom%20(1930).jpg,Tree in Bloom (1930).jpg,1883,1939.0,1930.0,0.1773657500743866,0.1364777386188507,0.2085658311843872,0.13974778354167938,0.061767175793647766,0.062094490975141525,0.06847364455461502,0.02833203598856926,0.11717548966407776
Beach Landscape with Trees and Boats,Edvard Munch,Norwegian, 1863 - 1944,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Beach%20Landscape%20with%20Trees%20and%20Boats%20(1905–06).jpg,Beach Landscape with Trees and Boats (1905–06).jpg,1863,1944.0,1906.0,0.7973140478134155,0.0013675589580088854,0.0013754275860264897,0.15620383620262146,0.019264984875917435,0.002917099976912141,0.0013450119877234101,0.018769098445773125,0.0014428716385737062
Miscellaneous small sketches for inlaid table tops.] [Design with lined grid motif,Winold Reiss,American, 1886-1953,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Miscellaneous%20small%20sketches%20for%20inlaid%20table%20tops.]%20[Design%20with%20lined%20grid%20motif%20(1930).jpg,Miscellaneous small sketches for inlaid table tops.] [Design with lined grid motif (1930).jpg,1886,1953.0,1930.0,0.0010686574969440699,0.00786969717592001,0.006341862957924604,0.0027910119388252497,0.021729303523898125,0.9302663803100586,0.003833789611235261,0.02007666602730751,0.006022660993039608
Golgota,Zolo Palugyay,Slovak, 1898-1935,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Golgota%20(1929).jpg,Golgota (1929).jpg,1898,1935.0,1929.0,0.06942997127771378,0.00044678704580292106,0.00695918221026659,0.9150753021240234,0.0021182126365602016,0.0003647334815468639,0.0006439306889660656,0.0024808994494378567,0.00248099397867918
Crimes of Passion,Robert Delaunay,French, 1885-1941,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Crimes%20of%20Passion%20(1914).jpg,Crimes of Passion (1914).jpg,1885,1941.0,1914.0,0.626305878162384,0.0008106332970783114,0.011896796524524689,0.09226670861244202,0.2050187587738037,0.0019532658625394106,0.009117798879742622,0.010110478848218918,0.04251972213387489
Verschneite Berggipfel in der Dämmerung,Koloman Moser,Austrian, 1868 – 1918,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Verschneite%20Berggipfel%20in%20der%20Dämmerung%20(1913).jpg,Verschneite Berggipfel in der Dämmerung (1913).jpg,1868,1918.0,1913.0,0.22707323729991913,0.0005570334033109248,0.0005529727204702795,0.7671056389808655,0.0026284419000148773,0.00027610044344328344,0.00018154624558519572,0.000361906219040975,0.0012630564160645008
Along the coast,Allen Tucker,American, 1866-1939,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Along%20the%20coast%20(1913).jpg,Along the coast (1913).jpg,1866,1939.0,1913.0,0.8418059349060059,0.00023665338812861592,0.0002959615085273981,0.15591013431549072,0.0003271499299444258,4.047719994559884e-05,0.00011897977674379945,0.0003055281995330006,0.0009591420530341566
"Male Nude, Propping Himself Up",Egon Schiele,Austrian, 1890-1918,"https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Male%20Nude,%20Propping%20Himself%20Up%20(1910).jpg","Male Nude, Propping Himself Up (1910).jpg",1890,1918.0,1910.0,0.3439212143421173,0.007444556336849928,0.3790898621082306,0.021599961444735527,0.10106030851602554,0.005500181578099728,0.029209531843662262,0.009998293593525887,0.10217612236738205
Study for a Metal Sculpture,John Henry Bradley Storrs,American, 1885-1956,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Study%20for%20a%20Metal Sculpture%20(1922).jpg,Study for a Metal Sculpture (1922).jpg,1885,1956.0,1922.0,0.0006202849908731878,0.01950427144765854,0.009379427880048752,0.3236387073993683,0.01686200313270092,0.04040642827749252,0.02415531687438488,0.5652973055839539,0.00013628114538732916
Untitled,Francis Picabia,French, 1879-1953,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Untitled%20(1919).jpg,Untitled (1919).jpg,1879,1953.0,1919.0,0.0035467715933918953,0.014714987017214298,0.08455205708742142,0.05072443187236786,0.6362915635108948,0.10795823484659195,0.022542385384440422,0.07011055201292038,0.009559093974530697
Jeroen op jacht,Tinus van Doorn,Dutch, 1905–1940,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Jeroen%20op%20jacht%20(1937).jpg,Jeroen op jacht (1937).jpg,1905,1940.0,1937.0,0.009145327843725681,0.007460725959390402,0.04206112399697304,0.3429422974586487,0.03695104643702507,0.010933734476566315,0.5384660959243774,0.011689312756061554,0.00035042682429775596
Žena,Emil Filla,Czech, 1882-1953,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Žena%20(1933).jpg,Žena (1933).jpg,1882,1953.0,1933.0,0.2329016923904419,0.022183645516633987,0.21064645051956177,0.3216646611690521,0.06228550523519516,0.061518777161836624,0.052093129605054855,0.035646870732307434,0.0010592847829684615
Ontwerp voor raam in het Noordertransept in de Dom te Utrecht 23,Richard Nicolaüs Roland Holst,Dutch, 1868 - 1938,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Ontwerp%20voor%20raam%20in%20het%20Noordertransept%20in%20de%20Dom%20te%20Utrecht%2023%20(ca.%201878-1938).jpg,Ontwerp voor raam in het Noordertransept in de Dom te Utrecht 23 (ca. 1878-1938).jpg,1868,1938.0,1938.0,0.0006408688495866954,0.041776690632104874,0.00977669283747673,0.033368390053510666,0.009205679409205914,0.04116188734769821,0.8469637036323547,0.016372816637158394,0.0007332841050811112
Nude Self-Portrait,Egon Schiele,Austrian, 1890-1918,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Nude%20Self-Portrait%20(1910).jpg,Nude Self-Portrait (1910).jpg,1890,1918.0,1910.0,0.008400298655033112,0.013072176836431026,0.9346497058868408,0.0048777516931295395,0.018028372898697853,0.0020968348253518343,0.014377749525010586,0.004035776946693659,0.0004613388155121356
After The Flood,Paul Klee,German, 1879 - 1940,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/After%20The%20Flood%20(1936).jpg,After The Flood (1936).jpg,1879,1940.0,1936.0,0.17879806458950043,0.02195480465888977,0.011725387535989285,0.24675802886486053,0.2863917648792267,0.06866614520549774,0.0051622046157717705,0.162202388048172,0.0183413028717041
München bei Nacht (Marienplatz),Charles Johann Palmié,German, 1863-1911,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/München%20bei%20Nacht%20(Marienplatz)%20(1907).jpg,München bei Nacht (Marienplatz) (1907).jpg,1863,1911.0,1907.0,0.9426535367965698,0.0007045475067570806,0.0012210090644657612,0.043118637055158615,0.0014104293659329414,0.00046109568211250007,0.00037303153658285737,0.004616045393049717,0.005441614426672459
Schets van een boeket,Willem van Leen,Dutch, 1753 – 1825,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Schets%20van%20een%20boeket%20(1763).jpg,Schets van een boeket (1763).jpg,1753,1825.0,1763.0,0.1919647604227066,0.026679830625653267,0.0259065181016922,0.20268404483795166,0.030339594930410385,0.3531203269958496,0.025000786408782005,0.019868750125169754,0.12443539500236511
Vorfrühling In Stampa,Giovanni Giacometti,Swiss, 1868–1933,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Vorfrühling%20In%20Stampa%20(1911).jpg,Vorfrühling In Stampa (1911).jpg,1868,1933.0,1911.0,0.4415340721607208,0.00036781118251383305,0.0001422329223714769,0.5560527443885803,0.00034316745586693287,0.00012826899182982743,0.0002304484078194946,0.0005082967691123486,0.000692939676810056
Rhythm of Light Waves; Street + Sun + Crowd,Jules Schmalzigaug,Belgian, 1882-1917,https://raw.githubusercontent.com/Corriande/algo-gallery-images/main/Rhythm%20of%20Light%20Waves;%20Street%20+%20Sun%20+%20Crowd%20(1915-1916).jpg,Rhythm of Light Waves; Street + Sun + Crowd (1915-1916).jpg,1882,1917.0,1916.0,0.6210188269615173,0.006544800475239754,0.002294953214004636,0.12016768753528595,0.10627298057079315,0.1300053745508194,0.003604660974815488,0.004970036447048187,0.0051206378266215324
